label,series,platform,game,track,reason_keyword,file
ambiguous_likely_loop,Other games,PC,Symphonic Rain,Rain Falling in my Heart,rain,game_midi/Other games_PC_Symphonic Rain_Rain Falling in my Heart.mid
ambiguous_other,Other games,PC,Symphonic Rain,Secret,,game_midi/Other games_PC_Symphonic Rain_Secret.mid
ambiguous_other,Other games,PC,Symphonic Rain,The Other Side of the Sky (Piano),,game_midi/Other games_PC_Symphonic Rain_The Other Side of the Sky (Piano).mid
ambiguous_other,Other games,PC,Team Fortress 2,Rocketjump Waltz,,game_midi/Other games_PC_Team Fortress 2_Rocketjump Waltz.mid
looping_gameplay_bgm,Other games,PC,The Elder Scrolls II Daggerfall,General Shop,shop,game_midi/Other games_PC_The Elder Scrolls II Daggerfall_General Shop.mid
ambiguous_likely_loop,Other games,PC,The Incredible Machine 3,Ragtime Theme,theme,game_midi/Other games_PC_The Incredible Machine 3_Ragtime Theme.mid
ambiguous_other,Other games,PC,The Legend of Heroes Trails in the Sky SC,Hamel,,game_midi/Other games_PC_The Legend of Heroes Trails in the Sky SC_Hamel.mid
ambiguous_other,Other games,PC,The Legend of Heroes Trails in the Sky,Silver Will,,game_midi/Other games_PC_The Legend of Heroes Trails in the Sky_Silver Will.mid
ambiguous_likely_loop,Other games,PC,The Sims 2,Building Theme One,theme,game_midi/Other games_PC_The Sims 2_Building Theme One.mid
ambiguous_other,Other games,PC,The Stanley Parable,Following Stanley,,game_midi/Other games_PC_The Stanley Parable_Following Stanley.mid
finite_song_or_cue,Other games,PC,The Witchs House,Miller house (Ending),ending,game_midi/Other games_PC_The Witchs House_Miller house (Ending).mid
ambiguous_other,Other games,PC,The Witchs House,Rumor,,game_midi/Other games_PC_The Witchs House_Rumor.mid
looping_gameplay_bgm,Other games,PC,To the Moon,For River - Piano (Johnnys Version),river,game_midi/Other games_PC_To the Moon_For River - Piano (Johnnys Version).mid
ambiguous_other,Other games,PC,To the Moon,Once Upon a Memory (Piano),,game_midi/Other games_PC_To the Moon_Once Upon a Memory (Piano).mid
ambiguous_other,Other games,PC,To the Moon,Worlds Smallest Ferris Wheel,,game_midi/Other games_PC_To the Moon_Worlds Smallest Ferris Wheel.mid
finite_song_or_cue,Other games,PC,Tom Clancys Ghost Recon,Anthem,anthem,game_midi/Other games_PC_Tom Clancys Ghost Recon_Anthem.mid
finite_song_or_cue,Other games,PC,Treasure MathStorm!,Intro and Title Theme,intro,game_midi/Other games_PC_Treasure MathStorm!_Intro and Title Theme.mid
looping_gameplay_bgm,Other games,PC,Treasure Mountain!,Level 1,level,game_midi/Other games_PC_Treasure Mountain!_Level 1.mid
ambiguous_other,Other games,PC,Tyrian,Beer,,game_midi/Other games_PC_Tyrian_Beer.mid
ambiguous_other,Other games,PC,Umineko When They Cry Chiru,the executioner,,game_midi/Other games_PC_Umineko When They Cry Chiru_the executioner.mid
ambiguous_other,Other games,PC,Umineko When They Cry,Black Lilliana,,game_midi/Other games_PC_Umineko When They Cry_Black Lilliana.mid
ambiguous_other,Other games,PC,Umineko When They Cry,Hope,,game_midi/Other games_PC_Umineko When They Cry_Hope.mid
ambiguous_other,Other games,PC,Umineko When They Cry,Organ Short #600 Million in C Minor,,game_midi/Other games_PC_Umineko When They Cry_Organ Short #600 Million in C Minor.mid
ambiguous_other,Other games,PC,Umineko When They Cry,Worldend (babypiano),,game_midi/Other games_PC_Umineko When They Cry_Worldend (babypiano).mid
ambiguous_other,Other games,PC,Umineko When They Cry,far,,game_midi/Other games_PC_Umineko When They Cry_far.mid
ambiguous_other,Other games,PC,Umineko When They Cry,witch in gold,,game_midi/Other games_PC_Umineko When They Cry_witch in gold.mid
ambiguous_likely_loop,Other games,PC,VA-11 HALL-A Cyberpunk Bartender Action,Every Day is Night,"night, day",game_midi/Other games_PC_VA-11 HALL-A Cyberpunk Bartender Action_Every Day is Night.mid
looping_gameplay_bgm,Other games,PC,Wadanohara and the Great Blue Sea,Impromptu for My Slumber (Versus Laurentia),versus,game_midi/Other games_PC_Wadanohara and the Great Blue Sea_Impromptu for My Slumber (Versus Laurentia).mid
looping_gameplay_bgm,Other games,PC,Wadanohara and the Great Blue Sea,Starved Man (Versus Samekichi),versus,game_midi/Other games_PC_Wadanohara and the Great Blue Sea_Starved Man (Versus Samekichi).mid
ambiguous_other,Other games,PC,Wolf,Choosing a Wolf,,game_midi/Other games_PC_Wolf_Choosing a Wolf.mid
ambiguous_other,Other games,PC,Wonderful Everyday Down the Rabbit-Hole,Yoru no Himawari,,game_midi/Other games_PC_Wonderful Everyday Down the Rabbit-Hole_Yoru no Himawari.mid
ambiguous_likely_loop,Other games,PC,Worms,Main Theme,theme,game_midi/Other games_PC_Worms_Main Theme.mid
ambiguous_other,Other games,PC,Yume Nikki,(Working please wait),,game_midi/Other games_PC_Yume Nikki_(Working please wait).mid
ambiguous_other,Other games,PC,Yume Nikki,FC Basement,,game_midi/Other games_PC_Yume Nikki_FC Basement.mid
looping_gameplay_bgm,Other games,PC,Yume Nikki,FC Castle,castle,game_midi/Other games_PC_Yume Nikki_FC Castle.mid
looping_gameplay_bgm,Other games,PC,Yume Nikki,FC Field,field,game_midi/Other games_PC_Yume Nikki_FC Field.mid
ambiguous_other,Other games,PC,Yume Nikki,Flute Player,,game_midi/Other games_PC_Yume Nikki_Flute Player.mid
finite_song_or_cue,Other games,PC,Yume Nikki,NASU Title Screen Game Game Over,game over,game_midi/Other games_PC_Yume Nikki_NASU Title Screen Game Game Over.mid
looping_gameplay_bgm,Other games,PC,Yume Nikki,Ponikos Room (Lights On),room,game_midi/Other games_PC_Yume Nikki_Ponikos Room (Lights On).mid
ambiguous_other,Other games,PC,Yume Nikki,The Barracks Settlement,,game_midi/Other games_PC_Yume Nikki_The Barracks Settlement.mid
finite_song_or_cue,Other games,PC,Yume Nikki,The End,the end,game_midi/Other games_PC_Yume Nikki_The End.mid
ambiguous_other,Other games,PC,Yume Nikki,Title Screen,,game_midi/Other games_PC_Yume Nikki_Title Screen.mid
ambiguous_other,Other games,PC,ZeroRanger,Green Orange,,game_midi/Other games_PC_ZeroRanger_Green Orange.mid
ambiguous_other,Other games,PC,planetarian the reverie of a little planet,Gentle Jena,,game_midi/Other games_PC_planetarian the reverie of a little planet_Gentle Jena.mid
ambiguous_likely_loop,Other games,PlayStation 2,Ace Combat 5 The Unsung War,A Blue Dove For The Princess Nagases Theme,theme,game_midi/Other games_PlayStation 2_Ace Combat 5 The Unsung War_A Blue Dove For The Princess Nagases Theme.mid
ambiguous_other,Other games,PlayStation 2,Ace Combat 5 The Unsung War,Into the Dusk,,game_midi/Other games_PlayStation 2_Ace Combat 5 The Unsung War_Into the Dusk.mid
ambiguous_other,Other games,PlayStation 2,Chulip,Smooch of Divine Protection - As Much As Possible,,game_midi/Other games_PlayStation 2_Chulip_Smooch of Divine Protection - As Much As Possible.mid
ambiguous_other,Other games,PlayStation 2,Chulip,Strictness of the Chitama Middle School Teachers,,game_midi/Other games_PlayStation 2_Chulip_Strictness of the Chitama Middle School Teachers.mid
ambiguous_other,Other games,PlayStation 2,Dark Cloud 2,Ancient Mural,,game_midi/Other games_PlayStation 2_Dark Cloud 2_Ancient Mural.mid
looping_gameplay_bgm,Other games,PlayStation 2,Dark Cloud 2,Balance Valley,valley,game_midi/Other games_PlayStation 2_Dark Cloud 2_Balance Valley.mid
ambiguous_other,Other games,PlayStation 2,Dark Cloud 2,Fading Consciousness,,game_midi/Other games_PlayStation 2_Dark Cloud 2_Fading Consciousness.mid
ambiguous_other,Other games,PlayStation 2,Dark Cloud 2,Fish On!,,game_midi/Other games_PlayStation 2_Dark Cloud 2_Fish On!.mid
ambiguous_other,Other games,PlayStation 2,Dark Cloud 2,Flying Warship Death Ark,,game_midi/Other games_PlayStation 2_Dark Cloud 2_Flying Warship Death Ark.mid
ambiguous_other,Other games,PlayStation 2,Dark Cloud 2,Halloween,,game_midi/Other games_PlayStation 2_Dark Cloud 2_Halloween.mid
ambiguous_other,Other games,PlayStation 2,Dark Cloud 2,Kazarov Stonehenge,,game_midi/Other games_PlayStation 2_Dark Cloud 2_Kazarov Stonehenge.mid
looping_gameplay_bgm,Other games,PlayStation 2,Dark Cloud 2,Menu,menu,game_midi/Other games_PlayStation 2_Dark Cloud 2_Menu.mid
ambiguous_other,Other games,PlayStation 2,Dark Cloud 2,Neverending Adventure,,game_midi/Other games_PlayStation 2_Dark Cloud 2_Neverending Adventure.mid
ambiguous_other,Other games,PlayStation 2,Dark Cloud 2,Palm Brinks,,game_midi/Other games_PlayStation 2_Dark Cloud 2_Palm Brinks.mid
ambiguous_other,Other games,PlayStation 2,Dark Cloud 2,Premonition,,game_midi/Other games_PlayStation 2_Dark Cloud 2_Premonition.mid
ambiguous_other,Other games,PlayStation 2,Dark Cloud 2,Spiral of Dreams,,game_midi/Other games_PlayStation 2_Dark Cloud 2_Spiral of Dreams.mid
looping_gameplay_bgm,Other games,PlayStation 2,Dark Cloud 2,Stella Magic Temple,temple,game_midi/Other games_PlayStation 2_Dark Cloud 2_Stella Magic Temple.mid
looping_gameplay_bgm,Other games,PlayStation 2,Dark Cloud 2,The Dark Battle,attle!?,game_midi/Other games_PlayStation 2_Dark Cloud 2_The Dark Battle.mid
ambiguous_other,Other games,PlayStation 2,Dark Cloud 2,Underground Water Channel,,game_midi/Other games_PlayStation 2_Dark Cloud 2_Underground Water Channel.mid
looping_gameplay_bgm,Other games,PlayStation 2,Dark Cloud 2,Zelmite Mine,mine,game_midi/Other games_PlayStation 2_Dark Cloud 2_Zelmite Mine.mid
looping_gameplay_bgm,Other games,PlayStation 2,Dark Cloud,Matataki Village,village,game_midi/Other games_PlayStation 2_Dark Cloud_Matataki Village.mid
looping_gameplay_bgm,Other games,PlayStation 2,Ichigeki Sacchuu!! HoiHoi-san,Main Menu,menu,game_midi/Other games_PlayStation 2_Ichigeki Sacchuu!! HoiHoi-san_Main Menu.mid
ambiguous_other,Other games,PlayStation 2,Ichigeki Sacchuu!! HoiHoi-san,"Missions 1-4, 2-5, & 3-2",,"game_midi/Other games_PlayStation 2_Ichigeki Sacchuu!! HoiHoi-san_Missions 1-4, 2-5, & 3-2.mid"
ambiguous_other,Other games,PlayStation 2,Katamari Damacy,Fugue #7777,,game_midi/Other games_PlayStation 2_Katamari Damacy_Fugue #7777.mid
ambiguous_other,Other games,PlayStation 2,Katamari Damacy,Overture,,game_midi/Other games_PlayStation 2_Katamari Damacy_Overture.mid
ambiguous_likely_loop,Other games,PlayStation 2,Okami,Issuns Theme,theme,game_midi/Other games_PlayStation 2_Okami_Issuns Theme.mid
ambiguous_other,Other games,PlayStation 2,Silent Hill 2,Promise,,game_midi/Other games_PlayStation 2_Silent Hill 2_Promise.mid
ambiguous_other,Other games,PlayStation 2,SoulCalibur III,Forsaken Sanctuary,,game_midi/Other games_PlayStation 2_SoulCalibur III_Forsaken Sanctuary.mid
ambiguous_other,Other games,PlayStation 2,SoulCalibur III,Healing Winds,,game_midi/Other games_PlayStation 2_SoulCalibur III_Healing Winds.mid
ambiguous_other,Other games,PlayStation 2,SoulCalibur III,Peaceful Days,,game_midi/Other games_PlayStation 2_SoulCalibur III_Peaceful Days.mid
ambiguous_other,Other games,PlayStation 2,Star Ocean Till the End of Time,Rust Color,,game_midi/Other games_PlayStation 2_Star Ocean Till the End of Time_Rust Color.mid
ambiguous_other,Other games,PlayStation 2,We Love Katamari,DAN DON FUGA (Canon of Kings),,game_midi/Other games_PlayStation 2_We Love Katamari_DAN DON FUGA (Canon of Kings).mid
ambiguous_other,Other games,PlayStation 2,Wild Arms 3,A Persons Warmth,,game_midi/Other games_PlayStation 2_Wild Arms 3_A Persons Warmth.mid
ambiguous_other,Other games,PlayStation 2,Wild Arms 3,Migratory Birds - Wandering Bird-Scoundrels,,game_midi/Other games_PlayStation 2_Wild Arms 3_Migratory Birds - Wandering Bird-Scoundrels.mid
finite_song_or_cue,Other games,PlayStation 2,Wild Arms Alter Code F,Introduction,introduction,game_midi/Other games_PlayStation 2_Wild Arms Alter Code F_Introduction.mid
ambiguous_other,Other games,PlayStation Portable,Danganronpa Trigger Happy Havoc,Closing Argument (Climax Reasoning),,game_midi/Other games_PlayStation Portable_Danganronpa Trigger Happy Havoc_Closing Argument (Climax Reasoning).mid
ambiguous_other,Other games,PlayStation Vita,Digimon Story Cyber Sleuth,Spiritual Boy,,game_midi/Other games_PlayStation Vita_Digimon Story Cyber Sleuth_Spiritual Boy.mid
ambiguous_other,Other games,PlayStation Vita,Muramasa Rebirth,Shigematsu Shinzaemon,,game_midi/Other games_PlayStation Vita_Muramasa Rebirth_Shigematsu Shinzaemon.mid
looping_gameplay_bgm,Other games,PlayStation,Crash Bandicoot,Map,map,game_midi/Other games_PlayStation_Crash Bandicoot_Map.mid
looping_gameplay_bgm,Other games,PlayStation,Crash Team Racing,Menu,menu,game_midi/Other games_PlayStation_Crash Team Racing_Menu.mid
ambiguous_other,Other games,PlayStation,R4 Ridge Racer Type 4,Quiet Curves,,game_midi/Other games_PlayStation_R4 Ridge Racer Type 4_Quiet Curves.mid
ambiguous_other,Other games,PlayStation,Resident Evil 2,Secure Place,,game_midi/Other games_PlayStation_Resident Evil 2_Secure Place.mid
ambiguous_other,Other games,PlayStation,Resident Evil,Peace of Mind,,game_midi/Other games_PlayStation_Resident Evil_Peace of Mind.mid
ambiguous_other,Other games,PlayStation,Spyro 2 Riptos Rage!,Satyrs Song,,game_midi/Other games_PlayStation_Spyro 2 Riptos Rage!_Satyrs Song.mid
ambiguous_other,Other games,PlayStation,Spyro the Dragon,Magic Crafters Home,,game_midi/Other games_PlayStation_Spyro the Dragon_Magic Crafters Home.mid
looping_gameplay_bgm,Other games,PlayStation,Threads of Fate,Forest of Journeys Begun,forest,game_midi/Other games_PlayStation_Threads of Fate_Forest of Journeys Begun.mid
looping_gameplay_bgm,Other games,PlayStation,Vagrant Story,Abandoned Mines Level 2,level,game_midi/Other games_PlayStation_Vagrant Story_Abandoned Mines Level 2.mid
ambiguous_other,Other games,PlayStation,Wild Arms,Abbey,,game_midi/Other games_PlayStation_Wild Arms_Abbey.mid
looping_gameplay_bgm,Other games,PlayStation,Wild Arms,Adlehyde Castle,castle,game_midi/Other games_PlayStation_Wild Arms_Adlehyde Castle.mid
looping_gameplay_bgm,Other games,PlayStation,Wild Arms,Courage (Dungeon),dungeon,game_midi/Other games_PlayStation_Wild Arms_Courage (Dungeon).mid
ambiguous_other,Other games,PlayStation,Wild Arms,Marsh Where the Migrant Birds Gather,,game_midi/Other games_PlayStation_Wild Arms_Marsh Where the Migrant Birds Gather.mid
finite_song_or_cue,Other games,PlayStation,Wild Arms,To the End of the Wilderness,the end,game_midi/Other games_PlayStation_Wild Arms_To the End of the Wilderness.mid
ambiguous_likely_loop,Other games,PlayStation,Wild Arms,Wh-What? (Zeds Theme),theme,game_midi/Other games_PlayStation_Wild Arms_Wh-What? (Zeds Theme).mid
ambiguous_likely_loop,Other games,Satellaview,Satellaview BIOS,Downloading Theme 2,theme,game_midi/Other games_Satellaview_Satellaview BIOS_Downloading Theme 2.mid
looping_gameplay_bgm,Other games,Sega Genesis,Alex Kidd in the Enchanted Castle,Castle,castle,game_midi/Other games_Sega Genesis_Alex Kidd in the Enchanted Castle_Castle.mid
ambiguous_other,Other games,Sega Genesis,Earthworm Jim,Buttville,,game_midi/Other games_Sega Genesis_Earthworm Jim_Buttville.mid
looping_gameplay_bgm,Other games,Sega Genesis,Golden Axe II,The Castle,castle,game_midi/Other games_Sega Genesis_Golden Axe II_The Castle.mid
ambiguous_likely_loop,Other games,Sega Genesis,Shining Force,Simones Theme,theme,game_midi/Other games_Sega Genesis_Shining Force_Simones Theme.mid
ambiguous_other,Other games,Sega Genesis,Shining Force,Walking Tune,,game_midi/Other games_Sega Genesis_Shining Force_Walking Tune.mid
ambiguous_other,Other games,Sega Genesis,ToeJam & Earl,ToeJam Jammin,,game_midi/Other games_Sega Genesis_ToeJam & Earl_ToeJam Jammin.mid
ambiguous_other,Other games,Sega Saturn,Sakura Wars,Declaration! Imperial Floral Assault Group,,game_midi/Other games_Sega Saturn_Sakura Wars_Declaration! Imperial Floral Assault Group.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,ActRaiser,Birth of the People,,game_midi/Other games_Super Nintendo Entertainment System_ActRaiser_Birth of the People.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Bubsy in Claws Encounters of the Furred Kind,Fair is Foul,,game_midi/Other games_Super Nintendo Entertainment System_Bubsy in Claws Encounters of the Furred Kind_Fair is Foul.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Contra III The Alien Wars,Its Time for Revenge,,game_midi/Other games_Super Nintendo Entertainment System_Contra III The Alien Wars_Its Time for Revenge.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Drakkhen,ANAK,,game_midi/Other games_Super Nintendo Entertainment System_Drakkhen_ANAK.mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Drakkhen,Air Area (Day),area,game_midi/Other games_Super Nintendo Entertainment System_Drakkhen_Air Area (Day).mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Drakkhen,Air Area (Night),area,game_midi/Other games_Super Nintendo Entertainment System_Drakkhen_Air Area (Night).mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Drakkhen,Earth Area (Day),area,game_midi/Other games_Super Nintendo Entertainment System_Drakkhen_Earth Area (Day).mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Drakkhen,Earth Area (Night),area,game_midi/Other games_Super Nintendo Entertainment System_Drakkhen_Earth Area (Night).mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Drakkhen,Fire Area (Day),area,game_midi/Other games_Super Nintendo Entertainment System_Drakkhen_Fire Area (Day).mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Drakkhen,Fire Area (Night),area,game_midi/Other games_Super Nintendo Entertainment System_Drakkhen_Fire Area (Night).mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Drakkhen,Fire Area (Tent Master),area,game_midi/Other games_Super Nintendo Entertainment System_Drakkhen_Fire Area (Tent Master).mid
finite_song_or_cue,Other games,Super Nintendo Entertainment System,Drakkhen,Game Over,game over,game_midi/Other games_Super Nintendo Entertainment System_Drakkhen_Game Over.mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Drakkhen,Water Area (Day),area,game_midi/Other games_Super Nintendo Entertainment System_Drakkhen_Water Area (Day).mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Drakkhen,Water Area (Night),area,game_midi/Other games_Super Nintendo Entertainment System_Drakkhen_Water Area (Night).mid
finite_song_or_cue,Other games,Super Nintendo Entertainment System,EVO Search for Eden,Ending Theme,"ending, ending theme",game_midi/Other games_Super Nintendo Entertainment System_EVO Search for Eden_Ending Theme.mid
ambiguous_likely_loop,Other games,Super Nintendo Entertainment System,EVO Search for Eden,Title Theme,theme,game_midi/Other games_Super Nintendo Entertainment System_EVO Search for Eden_Title Theme.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Illusion of Gaia,Ankor Wat,,game_midi/Other games_Super Nintendo Entertainment System_Illusion of Gaia_Ankor Wat.mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Illusion of Gaia,Final Battle,attle!?,game_midi/Other games_Super Nintendo Entertainment System_Illusion of Gaia_Final Battle.mid
finite_song_or_cue,Other games,Super Nintendo Entertainment System,Illusion of Gaia,Show Me Your Eyes (Ending),ending,game_midi/Other games_Super Nintendo Entertainment System_Illusion of Gaia_Show Me Your Eyes (Ending).mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Illusion of Gaia,Tears of Lance (Rest),,game_midi/Other games_Super Nintendo Entertainment System_Illusion of Gaia_Tears of Lance (Rest).mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Lagoon,Elf Field,field,game_midi/Other games_Super Nintendo Entertainment System_Lagoon_Elf Field.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Live A Live,Wanderer,,game_midi/Other games_Super Nintendo Entertainment System_Live A Live_Wanderer.mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Lufia & The Fortress of Doom,Boss Battle,"attle!?, oss",game_midi/Other games_Super Nintendo Entertainment System_Lufia & The Fortress of Doom_Boss Battle.mid
finite_song_or_cue,Other games,Super Nintendo Entertainment System,Lufia & The Fortress of Doom,Fanfare,fanfare,game_midi/Other games_Super Nintendo Entertainment System_Lufia & The Fortress of Doom_Fanfare.mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Lufia & The Fortress of Doom,Final Battle,attle!?,game_midi/Other games_Super Nintendo Entertainment System_Lufia & The Fortress of Doom_Final Battle.mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Lufia & The Fortress of Doom,Overworld,overworld,game_midi/Other games_Super Nintendo Entertainment System_Lufia & The Fortress of Doom_Overworld.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Lufia & The Fortress of Doom,Reunion,,game_midi/Other games_Super Nintendo Entertainment System_Lufia & The Fortress of Doom_Reunion.mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Lufia & The Fortress of Doom,Shop,shop,game_midi/Other games_Super Nintendo Entertainment System_Lufia & The Fortress of Doom_Shop.mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Lufia & The Fortress of Doom,The Fortress of Doom,fortress,game_midi/Other games_Super Nintendo Entertainment System_Lufia & The Fortress of Doom_The Fortress of Doom.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Lufia & The Fortress of Doom,The Sinistrals,,game_midi/Other games_Super Nintendo Entertainment System_Lufia & The Fortress of Doom_The Sinistrals.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Plok!,Flea Pit,,game_midi/Other games_Super Nintendo Entertainment System_Plok!_Flea Pit.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Porky Pigs Haunted Holiday,Wackyland,,game_midi/Other games_Super Nintendo Entertainment System_Porky Pigs Haunted Holiday_Wackyland.mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Secret of Evermore,Greek Temple,temple,game_midi/Other games_Super Nintendo Entertainment System_Secret of Evermore_Greek Temple.mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Super NES Classic Edition BIOS,Menu,menu,game_midi/Other games_Super Nintendo Entertainment System_Super NES Classic Edition BIOS_Menu.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Teenage Mutant Ninja Turtles IV Turtles In Time,"Big Apple, 3 AM",,"game_midi/Other games_Super Nintendo Entertainment System_Teenage Mutant Ninja Turtles IV Turtles In Time_Big Apple, 3 AM.mid"
ambiguous_other,Other games,Super Nintendo Entertainment System,Teenage Mutant Ninja Turtles IV Turtles In Time,Sewer Surfin,,game_midi/Other games_Super Nintendo Entertainment System_Teenage Mutant Ninja Turtles IV Turtles In Time_Sewer Surfin.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Terranigma,Crysta,,game_midi/Other games_Super Nintendo Entertainment System_Terranigma_Crysta.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Terranigma,Europe,,game_midi/Other games_Super Nintendo Entertainment System_Terranigma_Europe.mid
ambiguous_other,Other games,Super Nintendo Entertainment System,Terranigma,Grecliff,,game_midi/Other games_Super Nintendo Entertainment System_Terranigma_Grecliff.mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Tetris Attack,Bowsers Stage,stage,game_midi/Other games_Super Nintendo Entertainment System_Tetris Attack_Bowsers Stage.mid
finite_song_or_cue,Other games,Super Nintendo Entertainment System,Tetris Attack,Demo (Lips Theme),demo,game_midi/Other games_Super Nintendo Entertainment System_Tetris Attack_Demo (Lips Theme).mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Tetris Attack,Forest Stage,"stage, forest",game_midi/Other games_Super Nintendo Entertainment System_Tetris Attack_Forest Stage.mid
looping_gameplay_bgm,Other games,Super Nintendo Entertainment System,Tetris Attack,Water Stage,stage,game_midi/Other games_Super Nintendo Entertainment System_Tetris Attack_Water Stage.mid
looping_gameplay_bgm,Other games,Virtual Boy,Galactic Pinball,Samus Minigame,minigame,game_midi/Other games_Virtual Boy_Galactic Pinball_Samus Minigame.mid
ambiguous_likely_loop,Other games,Wii U,Nintendo Land,Main Plaza (Night),night,game_midi/Other games_Wii U_Nintendo Land_Main Plaza (Night).mid
looping_gameplay_bgm,Other games,Wii U,Nintendo Land,Tutorial (Luigis Ghost Mansion),mansion,game_midi/Other games_Wii U_Nintendo Land_Tutorial (Luigis Ghost Mansion).mid
ambiguous_other,Other games,Wii U,Splatoon,Calamari Inkantation,,game_midi/Other games_Wii U_Splatoon_Calamari Inkantation.mid
ambiguous_other,Other games,Wii U,Splatoon,Now or Never!,,game_midi/Other games_Wii U_Splatoon_Now or Never!.mid
ambiguous_other,Other games,Wii U,Splatoon,Splattack! (2014 E3PV),,game_midi/Other games_Wii U_Splatoon_Splattack! (2014 E3PV).mid
ambiguous_other,Other games,Wii U,Splatoon,Splattack!,,game_midi/Other games_Wii U_Splatoon_Splattack!.mid
ambiguous_other,Other games,Wii,Nintendo Wii BIOS,Wii Sounds,,game_midi/Other games_Wii_Nintendo Wii BIOS_Wii Sounds.mid
ambiguous_other,Other games,Wii,No More Heroes,HISSATSU Jamba,,game_midi/Other games_Wii_No More Heroes_HISSATSU Jamba.mid
ambiguous_likely_loop,Other games,Wii,Red Steel,Trailer Theme,theme,game_midi/Other games_Wii_Red Steel_Trailer Theme.mid
ambiguous_other,Other games,Wii,Wii Channels,Mii Channel,,game_midi/Other games_Wii_Wii Channels_Mii Channel.mid
looping_gameplay_bgm,Other games,Wii,Wii Channels,Wii Shop Channel,shop,game_midi/Other games_Wii_Wii Channels_Wii Shop Channel.mid
ambiguous_other,Other games,Wii,Wii Fit,Plaza,,game_midi/Other games_Wii_Wii Fit_Plaza.mid
ambiguous_likely_loop,Other games,Wii,Wii Sports Resort,Bowling Theme,theme,game_midi/Other games_Wii_Wii Sports Resort_Bowling Theme.mid
finite_song_or_cue,Other games,Xbox 360,Halo 3 ODST,The Light at the End Another Rain,the end,game_midi/Other games_Xbox 360_Halo 3 ODST_The Light at the End Another Rain.mid
looping_gameplay_bgm,Other games,Xbox 360,Lost Odyssey,The Witchs Mansion,mansion,game_midi/Other games_Xbox 360_Lost Odyssey_The Witchs Mansion.mid
ambiguous_other,Other games,Xbox 360,Steins;Gate,Gate of Steiner - Piano,,game_midi/Other games_Xbox 360_Steins;Gate_Gate of Steiner - Piano.mid
looping_gameplay_bgm,Other games,Xbox,Halo 2,Menu,menu,game_midi/Other games_Xbox_Halo 2_Menu.mid
ambiguous_other,Other games,Xbox,Halo 2,Unforgotten,,game_midi/Other games_Xbox_Halo 2_Unforgotten.mid
ambiguous_other,Other games,Xbox,Halo Combat Evolved,On a Pale Horse,,game_midi/Other games_Xbox_Halo Combat Evolved_On a Pale Horse.mid
ambiguous_other,Other,N64,GoldenEye 007,Caverns_0,,game_midi/Other_N64_GoldenEye 007_Caverns_0.mid
ambiguous_other,Other,N64,GoldenEye 007,Caverns_1,,game_midi/Other_N64_GoldenEye 007_Caverns_1.mid
ambiguous_other,Other,N64,GoldenEye 007,Dam_0,,game_midi/Other_N64_GoldenEye 007_Dam_0.mid
ambiguous_other,Other,N64,GoldenEye 007,Facility X_0,,game_midi/Other_N64_GoldenEye 007_Facility X_0.mid
ambiguous_other,Other,N64,GoldenEye 007,Frigate_0,,game_midi/Other_N64_GoldenEye 007_Frigate_0.mid
ambiguous_other,Other,N64,GoldenEye 007,Runway X_0,,game_midi/Other_N64_GoldenEye 007_Runway X_0.mid
