label,series,platform,game,track,reason_keyword,file
ambiguous_other,Ace Attorney,Nintendo 3DS,Phoenix Wright Ace Attorney Spirit of Justice,Cheerful People,,game_midi/Ace Attorney_Nintendo 3DS_Phoenix Wright Ace Attorney Spirit of Justice_Cheerful People.mid
ambiguous_other,Ace Attorney,Nintendo DS,Ace Attorney Investigations Miles Edgeworth,Kay Faraday The Great Truth Burglar,,game_midi/Ace Attorney_Nintendo DS_Ace Attorney Investigations Miles Edgeworth_Kay Faraday The Great Truth Burglar.mid
ambiguous_other,Ace Attorney,Nintendo DS,Ace Attorney Investigations Miles Edgeworth,Pursuit Lying Coldly,,game_midi/Ace Attorney_Nintendo DS_Ace Attorney Investigations Miles Edgeworth_Pursuit Lying Coldly.mid
ambiguous_other,Ace Attorney,Nintendo DS,Apollo Justice Ace Attorney,Court Begins,,game_midi/Ace Attorney_Nintendo DS_Apollo Justice Ace Attorney_Court Begins.mid
ambiguous_other,Ace Attorney,Nintendo DS,Apollo Justice Ace Attorney,Cross-Examination Moderato 2007,,game_midi/Ace Attorney_Nintendo DS_Apollo Justice Ace Attorney_Cross-Examination Moderato 2007.mid
ambiguous_other,Ace Attorney,Nintendo DS,Apollo Justice Ace Attorney,Telling the Truth 2007,,game_midi/Ace Attorney_Nintendo DS_Apollo Justice Ace Attorney_Telling the Truth 2007.mid
ambiguous_other,Ace Attorney,Nintendo DS,Apollo Justice Ace Attorney,Troupe Gramarye,,game_midi/Ace Attorney_Nintendo DS_Apollo Justice Ace Attorney_Troupe Gramarye.mid
ambiguous_other,Ace Attorney,Nintendo DS,Gyakuten Kenji 2,Bonds A Believing Heart,,game_midi/Ace Attorney_Nintendo DS_Gyakuten Kenji 2_Bonds A Believing Heart.mid
ambiguous_other,Ace Attorney,Nintendo DS,Gyakuten Kenji 2,Hakari Mikagami Goddess of Law,,game_midi/Ace Attorney_Nintendo DS_Gyakuten Kenji 2_Hakari Mikagami Goddess of Law.mid
ambiguous_other,Ace Attorney,Nintendo DS,Gyakuten Kenji 2,Pursuit Wanting to Find the Truth,,game_midi/Ace Attorney_Nintendo DS_Gyakuten Kenji 2_Pursuit Wanting to Find the Truth.mid
ambiguous_other,Ace Attorney,Nintendo DS,Gyakuten Kenji 2,Raymond Shields Joking Motive,,game_midi/Ace Attorney_Nintendo DS_Gyakuten Kenji 2_Raymond Shields Joking Motive.mid
ambiguous_other,Ace Attorney,Nintendo DS,Gyakuten Kenji 2,Yumihiko Ichiyanagi First-Class Reasoning,,game_midi/Ace Attorney_Nintendo DS_Gyakuten Kenji 2_Yumihiko Ichiyanagi First-Class Reasoning.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney Justice for All,Court Begins,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney Justice for All_Court Begins.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney Justice for All,Cross-Examination Allegro 2002,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney Justice for All_Cross-Examination Allegro 2002.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney Justice for All,Great Revival Franziska von Karma,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney Justice for All_Great Revival Franziska von Karma.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney Justice for All,Great Revival Miles Edgeworth,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney Justice for All_Great Revival Miles Edgeworth.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney Justice for All,Phoenix Wright Objection! 2002,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney Justice for All_Phoenix Wright Objection! 2002.mid
looping_gameplay_bgm,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney Trials and Tribulations,Detention Center Elegy of the Detained,center,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney Trials and Tribulations_Detention Center Elegy of the Detained.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney Trials and Tribulations,Furio Tigre Swingin Tiger,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney Trials and Tribulations_Furio Tigre Swingin Tiger.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney Trials and Tribulations,Godot The Fragrance of Dark Coffee,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney Trials and Tribulations_Godot The Fragrance of Dark Coffee.mid
finite_song_or_cue,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney Trials and Tribulations,Prologue,prologue,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney Trials and Tribulations_Prologue.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney Trials and Tribulations,Tres Bien,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney Trials and Tribulations_Tres Bien.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Ace Attorney - Court Begins,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Ace Attorney - Court Begins.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Courtroom Lobby The First Prelude,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Courtroom Lobby The First Prelude.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Cross-Examination Allegro 2001,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Cross-Examination Allegro 2001.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Cross-Examination Moderato 2001,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Cross-Examination Moderato 2001.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,"Dick Gumshoe Its Detective Gumshoe, Pal!",,"game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Dick Gumshoe Its Detective Gumshoe, Pal!.mid"
ambiguous_likely_loop,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Ema Skye Turnabout Sisters Theme 2005,theme,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Ema Skye Turnabout Sisters Theme 2005.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Investigation Core 2001,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Investigation Core 2001.mid
finite_song_or_cue,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Investigation Opening 2001,opening,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Investigation Opening 2001.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Logic and Trick,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Logic and Trick.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,"Marvin Grossberg Old Age, Regret, Retribution",,"game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Marvin Grossberg Old Age, Regret, Retribution.mid"
ambiguous_likely_loop,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Maya Fey Turnabout Sisters Theme 2001,theme,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Maya Fey Turnabout Sisters Theme 2001.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Phoenix Wright Objection! 2001,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Phoenix Wright Objection! 2001.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Pursuit Cornered,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Pursuit Cornered.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Suspense,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Suspense.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Tell the Truth 2001,,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Tell the Truth 2001.mid
ambiguous_other,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,"The Steel Samurai, Warrior of Neo Olde Tokyo",,"game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_The Steel Samurai, Warrior of Neo Olde Tokyo.mid"
finite_song_or_cue,Ace Attorney,Nintendo DS,Phoenix Wright Ace Attorney,Turnabout Sisters Ballad,allad,game_midi/Ace Attorney_Nintendo DS_Phoenix Wright Ace Attorney_Turnabout Sisters Ballad.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,100 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_100 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,100 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_100 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,1000 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_1000 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,1100 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_1100 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,1100 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_1100 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,1200 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_1200 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,200 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_200 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,200 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_200 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,300 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_300 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,300 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_300 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,400 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_400 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,400 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_400 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,500 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_500 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,500 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_500 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,700 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_700 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,700 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_700 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,800 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_800 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,800 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_800 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,900 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_900 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,900 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_900 PM.mid
ambiguous_other,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Being Chased by a Bee,,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Being Chased by a Bee.mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Bubblegum KK (Aircheck),"aircheck, k.?k.?",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Bubblegum KK (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Bubblegum KK (Music Box),k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Bubblegum KK (Music Box).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Bubblegum KK,k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Bubblegum KK.mid
ambiguous_other,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Club LOL,,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Club LOL.mid
ambiguous_other,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Fireworks,,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Fireworks.mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Hypno KK (Aircheck),"aircheck, k.?k.?",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Hypno KK (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Hypno KK (Music Box),k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Hypno KK (Music Box).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Hypno KK,k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Hypno KK.mid
ambiguous_other,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Igloo,,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Igloo.mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Adventure (Aircheck),"aircheck, k.?k.?",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Adventure (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Bazaar (Aircheck),"aircheck, k.?k.?",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Bazaar (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Bazaar (Music Box),k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Bazaar (Music Box).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Bazaar,k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Bazaar.mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Birthday (Aircheck),"aircheck, k.?k.?",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Birthday (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Birthday (Music Box),k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Birthday (Music Box).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Birthday,k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Birthday.mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Disco (Aircheck),"aircheck, k.?k.?",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Disco (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Disco (Music Box),k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Disco (Music Box).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Disco,k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Disco.mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Island (Aircheck),"aircheck, k.?k.?",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Island (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Jongara (Aircheck),"aircheck, k.?k.?",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Jongara (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Jongara,k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Jongara.mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Stroll (Aircheck),"aircheck, k.?k.?",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Stroll (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Stroll (Music Box),k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Stroll (Music Box).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,KK Stroll,k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_KK Stroll.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Main Street by Day,day,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Main Street by Day.mid
looping_gameplay_bgm,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Museum & Exhibit Room,room,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Museum & Exhibit Room.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,New Years Day,day,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_New Years Day.mid
ambiguous_other,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Nooks Homes,,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Nooks Homes.mid
looping_gameplay_bgm,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Police Station,station,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Police Station.mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Space KK (Aircheck),"aircheck, k.?k.?",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Space KK (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Space KK (Music Box),k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Space KK (Music Box).mid
finite_song_or_cue,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Space KK,k.?k.?,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Space KK.mid
looping_gameplay_bgm,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Town Hall,"town, hall",game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Town Hall.mid
ambiguous_likely_loop,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Toy Day (Christmas),day,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Toy Day (Christmas).mid
looping_gameplay_bgm,Animal Crossing,Nintendo 3DS,Animal Crossing New Leaf,Welcome to Our Village (Not the Mayor),village,game_midi/Animal Crossing_Nintendo 3DS_Animal Crossing New Leaf_Welcome to Our Village (Not the Mayor).mid
ambiguous_likely_loop,Animal Crossing,Nintendo DS,Animal Crossing Wild World,100 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_100 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo DS,Animal Crossing Wild World,1000 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_1000 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo DS,Animal Crossing Wild World,200 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_200 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo DS,Animal Crossing Wild World,200 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_200 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo DS,Animal Crossing Wild World,300 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_300 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo DS,Animal Crossing Wild World,600 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_600 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo DS,Animal Crossing Wild World,900 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_900 AM.mid
finite_song_or_cue,Animal Crossing,Nintendo DS,Animal Crossing Wild World,KK Dixie,k.?k.?,game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_KK Dixie.mid
finite_song_or_cue,Animal Crossing,Nintendo DS,Animal Crossing Wild World,KK Metal,k.?k.?,game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_KK Metal.mid
ambiguous_other,Animal Crossing,Nintendo DS,Animal Crossing Wild World,Main Gate,,game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_Main Gate.mid
ambiguous_other,Animal Crossing,Nintendo DS,Animal Crossing Wild World,Museum (Observatory),,game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_Museum (Observatory).mid
finite_song_or_cue,Animal Crossing,Nintendo DS,Animal Crossing Wild World,Steep Hill (Aircheck),aircheck,game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_Steep Hill (Aircheck).mid
ambiguous_other,Animal Crossing,Nintendo DS,Animal Crossing Wild World,The Roost,,game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_The Roost.mid
looping_gameplay_bgm,Animal Crossing,Nintendo DS,Animal Crossing Wild World,Town Hall (Day),"town, hall",game_midi/Animal Crossing_Nintendo DS_Animal Crossing Wild World_Town Hall (Day).mid
ambiguous_likely_loop,Animal Crossing,Nintendo GameCube,Animal Crossing,100 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_100 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo GameCube,Animal Crossing,1000 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_1000 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo GameCube,Animal Crossing,1100 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_1100 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo GameCube,Animal Crossing,1200 PM (Noon),"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_1200 PM (Noon).mid
ambiguous_likely_loop,Animal Crossing,Nintendo GameCube,Animal Crossing,500 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_500 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo GameCube,Animal Crossing,600 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_600 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo GameCube,Animal Crossing,600 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_600 PM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo GameCube,Animal Crossing,700 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_700 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo GameCube,Animal Crossing,800 AM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_800 AM.mid
ambiguous_likely_loop,Animal Crossing,Nintendo GameCube,Animal Crossing,800 PM,"d{1,2}:?00s*(am|pm)",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_800 PM.mid
ambiguous_other,Animal Crossing,Nintendo GameCube,Animal Crossing,Able Sisters,,game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_Able Sisters.mid
ambiguous_other,Animal Crossing,Nintendo GameCube,Animal Crossing,Crazy Redds Black Market,,game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_Crazy Redds Black Market.mid
finite_song_or_cue,Animal Crossing,Nintendo GameCube,Animal Crossing,Go KK Rider! (Aircheck),"aircheck, k.?k.?",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_Go KK Rider! (Aircheck).mid
ambiguous_other,Animal Crossing,Nintendo GameCube,Animal Crossing,Halloween,,game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_Halloween.mid
finite_song_or_cue,Animal Crossing,Nintendo GameCube,Animal Crossing,KK Aria (Aircheck),"aircheck, k.?k.?, aria",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_KK Aria (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo GameCube,Animal Crossing,KK Ballad (Aircheck),"aircheck, k.?k.?, allad",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_KK Ballad (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo GameCube,Animal Crossing,KK Bossa (Aircheck),"aircheck, k.?k.?",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_KK Bossa (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo GameCube,Animal Crossing,KK Etude (Aircheck),"aircheck, k.?k.?",game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_KK Etude (Aircheck).mid
finite_song_or_cue,Animal Crossing,Nintendo GameCube,Animal Crossing,KK Gumbo,k.?k.?,game_midi/Animal Crossing_Nintendo GameCube_Animal Crossing_KK Gumbo.mid
